O_code,D_code,car_time,bus_time,ship_time,rail_time,air_time,car_cost,bus_cost,ship_cost,rail_cost,air_cost
8,27,551.1572,742.2,-,326.5,299.5,19390,11110,-,17470,30320
8,28,582.7738,763.6,-,328.5,312.7,19920,11340,-,17720,30420
8,29,538.9044,726.7,-,335,335.2,15290,10750,-,17480,31200
8,30,609.5768,873.7,-,402.7,332.7,17860,10580,-,18230,28590
8,31,725.4314,871.5,-,464.3,323.3,22270,12750,-,21670,35780
8,32,803.8712,945.1,-,546.7,337.7,25320,13380,-,22710,37850
8,33,716.4606,828.5,-,370.9,345.9,22610,11980,-,19850,39080
8,34,833.1904,967,-,420.8,343.3,26520,14680,-,21770,40460
8,35,937.8862,1060.4,-,481.2,378.2,29170,12480,-,24600,40860
8,36,667.1212,861.7,-,521.1,322.1,24940,11380,-,22480,38060
8,37,706.2864,912.8,-,445.8,319.3,26270,15080,-,20610,38330
8,38,814.1548,990.8,-,560.1,324.1,29560,13080,-,23240,40790
8,39,794.791,984.8,-,562.4,353.4,28820,13880,-,22850,40640
8,40,1064.0244,1147.5,-,488.5,305.8,33080,15500,-,25480,27680
8,41,1123.3192,1241.2,-,546.4,367.4,33830,17870,-,27160,30120
8,42,1180.5354,1345.7,-,629.3,365,35910,22330,-,28890,28320
8,43,1161.7186,1232.3,-,572.1,389.1,34890,18390,-,29390,39920
8,44,1114.3484,1331.9,-,569.4,374.4,34250,18490,-,27970,39570
8,45,1289.9354,1404.8,-,767.4,337.2,38650,21160,-,35610,39350
8,46,1301.2036,1498.8,-,619.1,395.1,38730,20920,-,33070,28840
8,47,-,-,-,-,370,-,-,-,-,29680
8,48,1254.0488,2261.6,-,978.9,375.9,28050,29140,-,31390,39960
8,49,1025.5122,1823.4,-,743.4,337.4,21090,23370,-,26330,27490
8,50,742.0568,1414.4,-,507.7,328.7,16530,18560,-,22520,32030
9,1,1102.9674,1957.9,-,729.2,304.2,26640,25820,-,25630,41150
9,2,505.6468,832,-,276.6,329.6,13670,12350,-,15780,37140
9,3,355.9876,701.9,-,188.3,390.2,9830,9330,-,12500,53090
9,4,214.8616,-,-,124.4,310.5,5980,-,-,8620,24660
9,5,411.5628,844.6,-,286.8,342.8,11380,11260,-,16090,31170
9,6,221.7538,592.3,-,164.8,337.6,6390,7280,-,8740,26510
9,7,154.3634,486.4,-,85.1,-,4210,5100,-,6130,-
9,8,85.1132,419.9,-,154.4,-,1890,3210,-,3850,-
9,9,0,-,-,-,-,0,-,-,-,-
9,10,113.0102,-,-,146.6,-,2770,-,-,7740,-
9,11,122.0904,-,-,67.7,-,3280,-,-,3850,-
9,12,183.0262,470.5,-,137.3,-,4550,4320,-,5780,-
9,13,139.2662,427.5,-,107.2,-,4100,3700,-,4480,-
9,14,168.5854,459.4,-,123.1,-,4770,4120,-,5580,-
9,15,239.8048,458.4,-,205.9,292.6,6590,6090,-,13580,22900
9,16,377.43,533.4,-,205.3,332.3,9900,7440,-,15940,27850
9,17,418.1268,610,-,242.8,368.8,11220,8010,-,16980,28540
9,18,484.7514,-,-,290.3,341.4,13070,-,-,18740,28490
9,19,247.791,345.3,-,213.9,-,5850,3690,-,7480,-
9,20,228.646,442.8,-,149.6,459.7,5690,4590,-,10220,60700
9,21,427.3164,848.2,-,234.9,384.9,10860,9310,-,16030,25090
9,22,299.0996,-,-,171,453.7,8530,-,-,11070,66120
9,23,409.5936,800.8,-,205.5,353.5,11550,8930,-,15580,24660
9,24,485.189,882.7,-,273.4,421.4,13530,9740,-,17290,26390
9,25,503.787,599.3,-,248.1,339.1,13030,11020,-,18490,29230
9,26,532.231,595.9,-,244.8,336.8,13210,11080,-,18560,28720
9,27,540.6548,645.3,-,273.2,306.2,16530,11600,-,18910,28440
9,28,572.2714,666.8,-,275.2,319.4,17060,11830,-,19160,28540
9,29,535.4036,632.9,-,281.7,341.9,13650,11440,-,18920,29320
9,30,603.4504,722.6,-,349.4,286.4,17680,12470,-,19670,29700
9,31,714.929,836.7,-,411,277,19410,14820,-,23110,36890
9,32,793.3688,1125.5,-,493.4,291.4,22460,14780,-,23830,38960
9,33,705.9582,1008.9,-,317.6,352.6,19750,13380,-,21290,37200
9,34,822.688,951.3,-,367.5,297,23660,16570,-,23210,41570
9,35,927.3838,1240.8,-,427.9,331.9,26310,13880,-,25720,41970
9,36,656.6188,776.9,-,467.8,275.8,22080,15020,-,23590,39170
9,37,695.784,818.9,-,392.5,273.1,23410,15770,-,21720,39440
9,38,803.6524,932,-,506.8,277.8,26700,18020,-,24680,41900
9,39,784.2886,932,-,509.1,307.1,25960,17270,-,24290,41750
9,40,1053.522,1077.7,-,435.2,259.6,30220,14890,-,26920,28790
9,41,1112.8168,1173.4,-,493.1,321.1,30970,15720,-,28600,31230
9,42,1170.033,1248.9,-,576,318.7,33050,22820,-,30330,29430
9,43,1151.2162,1162.5,-,518.8,342.8,32030,17780,-,30830,41030
9,44,1103.846,1262.6,-,516.1,328.1,31390,17880,-,29080,40680
9,45,1279.433,1335,-,714.2,291,35790,20550,-,37050,40460
9,46,1290.7012,1503,-,565.9,348.9,35870,23990,-,34510,29950
9,47,-,-,-,-,323.8,-,-,-,-,30790
9,48,1237.6388,2240.8,-,866.7,329.7,27390,29530,-,27180,41070
9,49,1009.1022,1802.6,-,631.2,291.2,20430,23760,-,22340,28600
9,50,725.6468,-,-,395.4,282.4,15870,-,-,18310,33140
10,1,1174.9526,1893.2,-,783.1,346.1,28860,25340,-,29480,41150
10,2,577.632,822.4,-,330.5,346.5,15890,11350,-,19630,39000
10,3,428.0822,640.9,-,242.2,495.2,12000,8050,-,17430,41360
10,4,286.9562,-,-,207.3,316.6,8210,-,-,14410,23250
10,5,461.5586,705.7,-,340.7,359.7,9300,11640,-,20270,33030
10,6,293.739,569.3,-,280.7,370.7,8620,8210,-,14350,24180
10,7,226.3486,533.4,-,201,355.4,6470,6930,-,11970,26320
10,8,142.5482,493.2,-,241.6,-,4170,3790,-,8330,-
10,9,112.7914,-,-,146.5,-,2770,-,-,7740,-
10,10,0,-,-,-,-,0,-,-,-,-
10,11,107.9778,220,-,110.6,-,3910,1860,-,3850,-
10,12,178.2126,349.6,-,179.2,-,5010,2390,-,5780,-
10,13,121.5434,-,-,150.1,-,4060,-,-,4480,-
10,14,154.3634,242.4,-,165,-,4470,2160,-,5580,-
10,15,199.5456,326.6,-,170.8,344.8,5620,4380,-,7990,61250
10,16,301.944,365.6,-,208.2,245.8,8150,5700,-,10570,29150
10,17,342.6408,442.2,-,248.7,385.7,9460,6270,-,12150,30400
10,18,409.2654,525.7,-,296.2,358.3,11310,7420,-,13910,30350
10,19,176.5716,-,-,256.8,-,5340,-,-,7480,-
10,20,153.2694,430,-,123.5,-,3880,4840,-,5380,-
10,21,351.8304,452.2,-,276.8,401.8,8970,7670,-,16030,26950
10,22,252.4952,-,-,212.9,435.7,7420,-,-,11070,61240
10,23,334.1076,420.8,-,247.4,370.4,9660,7240,-,15580,26520
10,24,409.703,502.7,-,315.3,438.3,11640,8010,-,17290,28250
10,25,428.301,557.5,-,290,356,11140,9200,-,18490,31090
10,26,456.8544,554.1,-,286.7,353.7,11320,9260,-,18560,30580
10,27,465.1688,628.5,-,315.1,323.1,14640,9840,-,18910,30300
10,28,496.7854,646,-,317.1,336.3,15170,10530,-,19160,30400
10,29,459.9176,591,-,323.6,358.8,11760,9620,-,18920,31180
10,30,527.9644,687.7,-,391.3,328.3,15790,10590,-,19670,29700
10,31,639.5524,794.9,-,452.9,318.9,17520,13000,-,23110,36890
10,32,717.9922,874.5,-,535.3,333.3,20570,13020,-,23830,38960
10,33,630.4722,802.9,-,359.5,369.5,17860,12700,-,21290,39060
10,34,747.202,916.4,-,409.4,338.9,21770,15550,-,23210,41570
10,35,852.0072,1132.8,-,469.8,373.8,24420,12110,-,25720,41970
10,36,581.1328,735.1,-,509.7,317.7,20190,13200,-,23590,39170
10,37,620.298,777.1,-,434.4,315,21520,13950,-,21720,39440
10,38,728.1664,890.2,-,548.7,319.7,24810,16200,-,24680,41900
10,39,708.8026,895.2,-,551,349,24070,15900,-,24290,41750
10,40,978.036,1180.9,-,477.1,301.5,28330,14920,-,26920,28790
10,41,1037.3308,1274.6,-,535,363,29080,17290,-,28600,31230
10,42,1094.547,1154,-,617.9,360.6,31160,19750,-,30330,29430
10,43,1075.8396,1112.7,-,560.7,384.7,30140,14170,-,30830,41030
10,44,1028.36,1180.8,-,558,370,29500,18850,-,29080,40680
10,45,1203.947,1438.2,-,756.1,332.9,33900,20580,-,37050,40460
10,46,1215.3246,1495.2,-,607.8,390.8,33980,22170,-,34510,29950
10,47,-,-,-,-,365.7,-,-,-,-,30790
10,48,1309.624,2176,-,920.6,371.6,29610,29050,-,31140,41070
10,49,1081.0874,1737.8,-,685.1,333.1,22650,23280,-,26290,28600
10,50,797.632,-,-,449.3,324.3,18090,-,-,22160,33140
11,1,1184.5798,1603.9,-,704.4,267.4,29320,24690,-,26580,36770
11,2,587.2592,649,-,251.8,239.8,16350,7890,-,16620,35750
11,3,437.7094,485.7,-,163.5,261.7,12530,6720,-,13990,28820
11,4,296.5834,421.7,-,128.6,244.9,8700,4490,-,10870,19920
11,5,493.1752,582.6,-,261.9,252.9,14070,10090,-,17260,29780
11,6,303.3662,414.3,-,202,264,9110,6890,-,10810,20930
11,7,235.9758,344.4,-,122.2,283.7,6970,4380,-,8420,22990
11,8,114.6512,240,-,154.8,-,3160,2470,-,3820,-
11,9,122.4186,-,-,67.8,-,3280,-,-,3850,-
11,10,110.1658,215,-,110.7,-,3920,1860,-,3850,-
11,11,0,-,-,-,-,0,-,-,-,-
11,12,0,-,-,-,-,0,-,-,-,-
11,13,0,-,-,-,-,0,-,-,-,-
11,14,0,-,-,-,-,0,-,-,-,-
11,15,283.0178,399.3,-,170,251.8,8830,5700,-,10140,22090
11,16,365.0678,464.3,-,169.4,174.1,10760,7510,-,12500,25820
11,17,405.7646,536.9,-,207,279,12070,5480,-,13760,27150
11,18,472.3892,546.7,-,254.5,251.6,13890,8190,-,15630,27100
11,19,158.4112,209.4,-,149.2,-,5600,2390,-,3720,-
11,20,216.3932,306.9,-,113.7,322.7,6560,3290,-,6460,29730
11,21,377.3206,-,-,203,266.2,11890,-,-,11850,25090
11,22,201.6242,242.5,-,139.2,364,5310,3170,-,6670,57910
11,23,345.704,439.7,-,173.6,230.9,10190,5840,-,11510,23680
11,24,399.6382,521.3,-,241.5,331.5,11840,6750,-,13220,25000
11,25,425.3472,467.7,-,216.3,249.3,12550,5890,-,14310,27840
11,26,453.7912,471.9,-,212.9,246.9,12730,6660,-,14380,27330
11,27,462.1056,551.4,-,241.4,216.4,16060,5570,-,15380,27050
11,28,493.7222,536.9,-,243.4,229.5,16590,8510,-,15630,27150
11,29,449.8528,534.1,-,249.9,194,11960,6370,-,14740,29400
11,30,520.5252,652,-,317.6,249.6,14530,8890,-,16140,25320
11,31,636.4892,682.7,-,379.2,240.2,18930,10970,-,19480,32510
11,32,714.929,714.4,-,461.6,254.6,21850,11690,-,20190,34580
11,33,627.409,647.8,-,285.8,262.8,19270,10290,-,17440,35810
11,34,744.1388,750.4,-,335.7,260.2,23190,12290,-,19240,37190
11,35,848.944,879.7,-,396.1,295.1,25840,10790,-,22190,37590
11,36,578.0696,611,-,435.9,238.9,21610,10570,-,19950,34790
11,37,617.2348,699.1,-,360.7,236.2,22930,12020,-,18190,35060
11,38,725.1032,769.1,-,474.9,240.9,26230,11390,-,21040,37520
11,39,705.8488,763.2,-,477.2,270.2,25480,12190,-,20650,37370
11,40,974.9728,941.8,-,403.4,222.7,29750,13590,-,23280,24410
11,41,1034.2676,1035.5,-,461.3,284.3,30500,15960,-,25070,26850
11,42,1091.4838,1087,-,544.2,281.9,32570,15960,-,26370,25050
11,43,1072.7764,1026.7,-,487,306,31560,16480,-,27190,36650
11,44,1025.4062,1126.3,-,484.3,292.3,30920,16580,-,25550,36300
11,45,1200.8838,1199.1,-,682.3,254.1,35310,19250,-,33410,36080
11,46,1212.2614,1293.1,-,534,312,35400,19010,-,30980,25570
11,47,-,-,-,-,286.9,-,-,-,-,26410
11,48,1319.2512,1886.8,-,841.8,292.8,30070,28400,-,28450,36690
11,49,1090.7146,1448.6,-,606.3,254.3,23110,22630,-,23280,24220
11,50,807.2592,1039.6,-,370.6,245.6,18550,17820,-,19150,28760
12,1,1233.2628,1626.4,-,772.9,279.9,30520,20880,-,28050,37220
12,2,635.9422,691.3,-,320.3,252.3,17550,8500,-,17880,36200
12,3,486.3924,557.2,-,232,401,13680,7340,-,15480,38560
12,4,350.5176,444,-,197.1,211.2,9570,4140,-,12140,22520
12,5,541.9676,623.5,-,330.4,265.4,15220,10540,-,18320,30230
12,6,363.9738,449.6,-,270.5,276.5,10370,7500,-,12080,21380
12,7,296.5834,399.2,-,190.7,261.4,8230,6590,-,9800,23470
12,8,143.0952,255.5,-,167.3,-,2520,2920,-,3310,-
12,9,183.0262,379.5,-,136.3,-,4540,4320,-,5780,-
12,10,177.6656,270.1,-,178.2,-,5060,2390,-,5780,-
12,11,0,-,-,-,-,0,-,-,-,-
12,12,0,-,-,-,-,0,-,-,-,-
12,13,0,-,-,-,-,0,-,-,-,-
12,14,0,-,-,-,-,0,-,-,-,-
12,15,350.5176,430.9,-,237.5,298.5,9960,6660,-,11410,20910
12,16,421.737,500.8,-,236.9,254.9,8880,8470,-,13670,26910
12,17,459.3706,587.4,-,274.5,291.5,11520,6210,-,15030,27600
12,18,508.9288,580.5,-,313,264.1,15500,9950,-,15610,27550
12,19,186.0894,250.3,-,181.6,-,4750,2840,-,5470,-
12,20,283.893,347.8,-,181.2,320.2,7700,3740,-,8830,30370
12,21,403.9048,502.5,-,217.5,252.5,12180,6670,-,12050,25630
12,22,221.6444,288.8,-,153.7,405.3,5980,3770,-,6870,81550
12,23,365.7242,455.1,-,188.1,217.1,10850,6290,-,12030,24220
12,24,419.6584,537,-,256,344,12510,7100,-,13740,25060
12,25,445.3674,505.7,-,230.8,261.8,13210,6260,-,14840,28290
12,26,473.8114,517.4,-,227.4,259.4,13390,6100,-,14910,27780
12,27,482.1258,566.8,-,255.9,228.9,16730,6020,-,15580,27500
12,28,513.7424,575.3,-,257.9,242,17250,9120,-,15830,27600
12,29,469.9824,586,-,264.4,191.4,12630,9390,-,15270,30040
12,30,540.5454,699.4,-,332.1,262.1,15200,8750,-,16340,25770
12,31,656.5094,744.2,-,393.7,252.7,19600,11500,-,19680,32960
12,32,734.9492,779.8,-,476.1,267.1,22520,12140,-,20710,35030
12,33,647.5386,663.2,-,300.3,275.3,19940,10740,-,17960,36260
12,34,764.159,792.7,-,350.2,272.7,23850,12900,-,19770,37640
12,35,868.9642,895.1,-,410.6,307.6,26500,11240,-,22610,38040
12,36,598.0898,675.4,-,450.4,251.4,22280,10300,-,20150,35240
12,37,637.3644,749.4,-,375.2,248.7,23600,13040,-,18610,35510
12,38,745.2328,804.5,-,489.4,253.4,26900,12000,-,21240,37970
12,39,725.869,795.5,-,491.7,282.7,26150,12800,-,20850,37820
12,40,994.993,982.7,-,417.9,235.2,30410,14040,-,23480,24860
12,41,1054.3972,1078.4,-,475.8,296.8,31170,14870,-,25270,27300
12,42,1111.504,1127.9,-,558.7,294.4,33240,16410,-,26900,25500
12,43,1092.7966,1067.5,-,501.5,318.5,32220,16930,-,27390,37100
12,44,1045.4264,1167.2,-,498.8,303.8,31580,17030,-,26080,36750
12,45,1220.904,1256,-,696.8,266.6,35980,18470,-,33610,36530
12,46,1232.2816,1424.4,-,548.5,324.5,36060,20720,-,31180,26020
12,47,-,-,-,-,299.4,-,-,-,-,26860
12,48,1367.9342,1909.3,-,910.3,305.3,31270,24590,-,29710,37140
12,49,1139.3976,1471,-,674.8,266.8,24310,18820,-,24860,24670
12,50,855.9422,1042,-,439.1,258.1,19750,13790,-,20730,29210
13,1,1201.6462,1486.2,-,743.7,243.7,30140,18010,-,26970,36470
13,2,604.3256,621.1,-,291,216,17170,7680,-,16800,35450
13,3,454.7758,493,-,202.8,236.9,13350,6840,-,14380,28820
13,4,313.5404,389.8,-,167.8,220.1,9520,3930,-,11370,19920
13,5,510.2416,546.6,-,301.2,229.2,14890,9700,-,17440,29480
13,6,320.4326,381.4,-,241.2,240.2,9930,6680,-,11310,20630
13,7,253.0422,373.5,-,161.5,259,7790,5230,-,8920,22990
13,8,129.639,228.3,-,155.1,-,4170,2460,-,4040,-
13,9,139.485,-,-,107.1,-,4100,-,-,4480,-
13,10,122.7468,-,-,150,-,4070,-,-,4480,-
13,11,0,-,-,-,-,0,-,-,-,-
13,12,0,-,-,-,-,0,-,-,-,-
13,13,0,-,-,-,-,0,-,-,-,-
13,14,0,-,-,-,-,0,-,-,-,-
13,15,295.5988,360.7,-,209.3,225.4,8970,5610,-,10540,22090
13,16,365.1772,430.6,-,208.7,149.4,7900,7420,-,12900,25820
13,17,402.8108,498.2,-,246.2,255.2,10540,5390,-,14260,26850
13,18,453.9006,513.8,-,286,227.8,13010,7980,-,15040,26800
13,19,129.639,181.5,-,134.3,-,3760,2180,-,4310,-
13,20,228.9742,268,-,153,298,6700,3080,-,7290,29730
13,21,348.439,-,-,190.5,241.5,10170,-,-,11480,25090
13,22,174.493,217.6,-,126.6,339.2,5060,3100,-,6520,57910
13,23,318.5728,411.9,-,161.1,206.1,9940,5630,-,11460,23680
13,24,372.507,-,-,229,307.8,11590,-,-,13170,24700
13,25,398.216,435.6,-,203.8,225.6,12300,6490,-,14270,27540
13,26,426.66,447,-,200.4,223.2,12480,6590,-,14340,27030
13,27,434.9744,490.6,-,228.8,192.6,15810,6710,-,15010,26750
13,28,466.591,512.1,-,230.8,205.8,16340,8440,-,15480,26850
13,29,422.831,506.8,-,237.3,169.2,11710,5980,-,14700,29400
13,30,493.394,619.2,-,305.1,225.8,14280,8680,-,15770,25020
13,31,609.358,662,-,366.7,216.4,18690,10720,-,19320,32210
13,32,687.7978,689.6,-,449.1,230.8,21600,11620,-,20360,34280
13,33,600.3872,663.9,-,273.3,239,19030,10100,-,17610,35510
13,34,717.0076,722.5,2284.6,323.2,236.5,22940,12080,30200,19410,36890
13,35,821.8128,867.9,-,383.6,271.4,25590,10780,-,22360,37290
13,36,550.9384,586.2,1132.2,423.4,215.2,21360,10500,11910,19800,34490
13,37,590.213,668.2,1205.9,348.1,212.5,22680,9880,15830,18360,34760
13,38,698.0814,736.3,-,462.4,217.2,25980,11180,-,20890,37220
13,39,678.7176,753.2,-,464.7,246.5,25230,13100,-,20490,37070
13,40,947.8416,914,-,390.9,199,29500,13380,-,23120,24110
13,41,1007.2458,1007.7,-,448.7,260.5,30250,15750,-,24920,26550
13,42,1064.3526,1059.1,2263.8,531.6,258.1,32320,15750,28280,26540,24750
13,43,1045.6452,998.8,-,474.5,282.3,31310,16270,-,27150,36350
13,44,998.275,1098.4,2216.7,471.8,267.5,30670,16370,24070,25720,36000
13,45,1173.7526,1171.3,-,669.8,230.4,35060,19040,-,33260,35780
13,46,1185.1302,1265.3,-,521.5,288.3,35150,18800,-,30820,25270
13,47,-,-,-,-,263.2,-,-,-,-,26110
13,48,1336.3176,1769.1,-,881.1,269.1,30890,21720,-,28630,36390
13,49,1107.781,1330.9,-,645.6,230.6,23930,15950,-,23790,23920
13,50,824.3256,901.8,1451.8,409.8,221.8,19370,10920,29770,19650,28460
14,1,1222.5416,1595.3,-,759.7,231.7,30310,18690,-,27520,36430
14,2,625.221,664.8,-,307.1,204.1,17340,8110,-,17680,35410
14,3,475.6712,547,-,218.8,352.8,13510,8170,-,15280,37770
14,4,339.7964,422.5,-,183.9,211.6,9380,4550,-,11940,19920
14,5,531.137,598.4,-,317.2,217.2,15050,10310,-,18120,29440
14,6,349.8612,424.1,-,257.3,228.3,10530,7090,-,11880,20590
14,7,282.4708,385.1,-,177.6,250.5,8390,6300,-,9600,22990
14,8,143.0952,241.3,-,166.1,-,3840,2630,-,4260,-
14,9,168.9136,365.4,-,123.1,-,4700,4030,-,5580,-
14,10,153.0506,237.4,-,165,-,4490,2160,-,5580,-
14,11,0,-,-,-,-,0,-,-,-,-
14,12,0,-,-,-,-,0,-,-,-,-
14,13,0,-,-,-,-,0,-,-,-,-
14,14,0,-,-,-,-,0,-,-,-,-
14,15,325.9026,402.7,-,224.4,323.4,9390,6190,-,11210,21870
14,16,397.122,472.7,-,223.7,206.7,8310,8000,-,13470,26120
14,17,434.7556,549.9,-,261.3,243.3,10940,7620,-,14510,26810
14,18,461.7774,472.9,-,255.8,215.9,14160,8200,-,14600,26760
14,19,161.4744,225.2,-,166.4,-,4170,2610,-,3990,-
14,20,259.278,319.7,-,168,289.5,7120,3520,-,8630,29730
14,21,356.7534,388.4,-,160.4,233,10840,8780,-,11360,25090
14,22,174.493,242.7,-,96.5,330.7,4620,3190,-,5860,57910
14,23,318.5728,425,-,131,197.6,9520,5780,-,10920,23680
14,24,372.507,446.9,-,198.9,295.9,11170,6330,-,12630,24660
14,25,398.216,454.6,-,173.6,213.6,11880,9140,-,13710,27500
14,26,426.66,451.2,-,170.2,211.2,12060,9200,-,13780,26990
14,27,434.9744,503.7,-,198.7,180.7,15390,7920,-,14780,26710
14,28,466.591,526.1,-,200.7,193.9,15920,9350,-,15250,26810
14,29,422.831,478.4,-,207.2,160.7,11290,7640,-,14140,29400
14,30,493.394,595.2,-,274.9,213.9,13860,7740,-,15540,24980
14,31,609.358,692.1,-,336.5,204.5,18270,12940,-,19420,32170
14,32,687.7978,715.3,-,418.9,218.9,21180,11750,-,20130,34240
14,33,600.3872,586.1,-,243.1,227.1,18610,8540,-,17380,35470
14,34,717.0076,730.6,-,293,224.5,22520,12580,-,19190,36850
14,35,821.8128,881,-,353.4,259.4,25170,10950,-,21590,37250
14,36,550.9384,612.3,-,393.3,203.3,20940,11340,-,19900,34450
14,37,590.1036,654.3,-,318,200.6,22270,12040,-,18140,34720
14,38,698.0814,717.3,1289,432.3,205.3,25560,12140,21420,20660,37180
14,39,678.7176,757.4,-,434.6,234.6,24820,14340,-,20590,37030
14,40,947.8416,957.7,-,360.7,187,29080,13810,-,22900,24070
14,41,1007.2458,1051.4,-,418.6,248.6,29830,16180,-,25020,26510
14,42,1064.3526,1108.2,-,501.5,246.2,31910,20340,-,26430,24710
14,43,1045.6452,1042.5,-,444.3,270.3,30890,16700,-,26920,36310
14,44,998.275,1142.2,-,441.6,255.6,30250,16800,-,24970,35960
14,45,1173.7526,1215,-,639.6,218.5,34650,19470,-,33360,35740
14,46,1185.1302,1309,-,491.3,276.3,34730,19230,-,30600,25230
14,47,-,-,-,-,251.2,-,-,-,-,26070
14,48,1357.213,1878.2,-,897.2,257.2,31060,22400,-,29510,36350
14,49,1128.6764,1439.9,-,661.6,218.6,24100,16630,-,24340,23880
14,50,845.221,1012.4,-,425.9,209.9,19540,11800,-,20530,28420
15,1,1060.5202,1674,-,842.4,339.4,21530,23130,-,33690,39400
15,2,463.1996,642.9,-,389.8,333.8,8560,10290,-,23520,58400
15,3,371.5224,482.7,-,301.5,382.5,10300,7270,-,21640,62000
15,4,230.3964,323.6,-,266.6,-,6450,4490,-,19600,-
15,5,278.3136,604.5,445.9,289.9,255.5,4070,9000,4410,7210,61910
15,6,186.8552,295.5,-,340,-,2570,4100,-,19540,-
15,7,169.7888,280.8,-,260.2,-,4700,3950,-,17480,-
15,8,280.8298,582.5,-,300.8,380.6,7570,7670,-,13630,23210
15,9,242.321,461.4,-,205.8,293.8,6610,6090,-,13580,22900
15,10,198.1234,328.7,-,170.7,343.2,5620,4380,-,7990,61250
15,11,281.4862,394.4,-,169.8,251.2,8820,5700,-,10140,22090
15,12,351.721,429.9,-,238.4,299.4,9910,6610,-,11410,20910
15,13,295.0518,355.9,-,209.4,226.4,8970,5610,-,10540,22090
15,14,327.8718,397.8,-,224.3,338.3,9380,6190,-,11210,21870
15,15,0,-,-,-,-,0,-,-,-,-
15,16,217.8154,279.9,-,249.4,297.5,6010,4380,-,11400,71400
15,17,258.4028,328.6,-,290,327.3,7320,4920,-,12340,44260
15,18,325.1368,446,-,337.5,378.5,9180,6240,-,14100,36440
15,19,306.867,540.8,-,316.1,374.5,8540,7390,-,13530,70430
15,20,182.151,251.3,-,198.7,367.4,4510,3560,-,13040,69970
15,21,391.7614,528.5,-,336,261,10880,8870,-,20260,29080
15,22,415.0636,595.9,-,272.2,416.2,10080,8320,-,16160,34030
15,23,398.9818,503.2,883.6,306.6,221.7,12360,8530,13830,20130,28500
15,24,474.5772,560.1,-,374.5,299.5,14350,9300,-,21840,32650
15,25,460.3552,560.8,-,349.3,277.3,12790,8530,-,22180,33490
15,26,479.6096,557.4,-,345.9,274.9,11610,8590,-,22250,32980
15,27,497.223,626.9,-,374.4,244.4,16310,9510,-,22700,32700
15,28,528.8396,611.3,-,376.4,257.5,16840,9410,-,22960,32800
15,29,498.5358,594.4,-,382.9,280,15140,8950,-,22610,33580
15,30,560.0186,704.1,-,450.6,323.6,17460,10380,-,23460,33570
15,31,598.1992,798.2,-,512.2,378.2,14440,12330,-,26910,42610
15,32,705.1924,905.8,-,594.6,348.6,19200,14060,-,27620,54630
15,33,629.7064,806.3,-,418.8,316.8,17280,12030,-,24870,39060
15,34,746.4362,919.8,-,468.7,398.2,21420,14880,-,26680,47290
15,35,851.2414,1222.2,-,529.1,433.1,24070,15990,-,29520,47690
15,36,601.3718,738.4,-,568.9,376.9,19930,12530,-,27390,44890
15,37,640.537,780.4,-,493.7,374.2,21260,13280,-,25520,45160
15,38,748.5148,893.5,-,607.9,314.9,24550,15530,-,28480,51570
15,39,729.151,895.6,-,610.2,354.2,23810,15180,-,28080,55020
15,40,977.2702,1184.9,-,536.4,265.7,27940,16950,-,30390,41860
15,41,1036.565,1269.9,-,594.3,327.3,28700,19360,-,32400,44300
15,42,1093.7812,1204.4,-,677.2,355.9,30840,20870,-,33810,66520
15,43,1075.0738,1163.1,-,620,357,29750,15290,-,34300,47160
15,44,1027.5942,1217.2,-,617.3,394.3,29110,20640,-,32880,49620
15,45,1203.1812,1365.5,-,815.3,328.1,33510,19920,-,40850,58730
15,46,1214.5588,1443.5,-,667,410,33660,19160,-,38300,52480
15,47,-,-,-,-,334.9,-,-,-,-,56960
15,48,1195.1916,1956.9,-,979.8,346.8,22280,26840,-,35350,56740
15,49,966.655,1518.6,1150.1,744.3,252.3,15320,21070,9100,30510,34770
15,50,683.1996,1109.6,-,508.6,324.6,10760,16260,-,26370,52910
16,1,1262.3632,1994.4,-,841.7,355.7,27160,20810,-,35520,44610
16,2,665.0426,860.3,-,389.1,320.1,14190,14210,-,25670,60290
16,3,573.4748,700.1,-,300.8,403.8,15500,11190,-,23360,68610
16,4,432.3488,541,-,265.9,358.7,11660,8410,-,21640,34600
16,5,480.0472,821.9,-,399.2,333.2,9700,12920,-,26310,54320
16,6,388.6982,512.9,-,339.3,344.3,8200,8020,-,21580,45470
16,7,371.7412,498.2,-,259.6,419.6,9980,7870,-,19840,35300
16,8,408.1714,607.3,-,300.1,320.1,11210,10580,-,16000,29730
16,9,378.4146,529.2,-,205.1,330.1,9900,7440,-,15940,27850
16,10,303.038,360.5,-,208,244.9,8150,5700,-,10570,29150
16,11,364.1926,466.3,-,169.1,168.9,10740,7510,-,12500,25820
16,12,424.3626,467.7,-,237.8,248.8,8890,9300,-,13670,27040
16,13,363.9738,395.7,-,208.7,144,7900,8300,-,12900,25820
16,14,396.6844,451.6,-,223.6,206.6,8560,8440,-,13470,26120
16,15,218.1436,283.8,-,249.4,298.2,6010,4310,-,11400,71400
16,16,0,-,-,-,-,0,-,-,-,-
16,17,73.7356,128.4,-,99.3,-,1690,1100,-,3700,-
16,18,140.3602,211.9,-,146.8,-,3820,2250,-,5680,-
